Comment,Hatespeech
Siust naxui atgal I pelke iskurios isbrido tos valkatos,Yes
Pasodinti visus. Ar bent nosis patiesinti.,Yes
"būtent migrantai ir toks laisvas požiūris į migrantus Žalimui ir pakiš koją rinkimuose. Nacionalinis saugumas > žmogaus teisės. O ką tie baltarankiai iš Briuselio peza, niekam neturi būt įdomu. Lai duoda finansavimą rytines ES sienas saugot arba užsičiaupia ir nepisa proto. Na arba atsiunčia autobusus ir susirenka tuos babajus. Nes čia jų niekam nereikia, nes literally į puodą prišika kai jiem valgyt padarai.",Yes
"Visi šie trečiojo pasaulio arba imigrantai iš buvusios SSRS turi būti deportuoti, be jokios abejonės... Apmaudu, kad tampame jų sąvartynu. Neabejotina, kad jie bandys suvilioti vietines baltaodes Europos merginas, nes musulmoniškose šalyse baltos merginos laikomos dievaitėmis.. Negana to, jiems taip pat reikia mūsų paso, nes jų Vidurio Azijos skylėse vidutinis atlyginimas yra apie 100 EUR, todėl jie padarys viską, kad mūsų šalije įsikurtų visam laikui..",Yes
"Labai džiaugiuosi kad gyvenu Lietuvoje nes jaučiuosi čia labai saugiai. Prašau, nedarykime tokiu pat klaidų kaip ir Vakarai su tais ahmedais ir kitais trečio pasaulio atstovais.",Yes
"Lietuva labai saugi ir tvarkinga šalis, privažiuos čia daugiau beždžionių ir prasidės cirkas, kiek gi jų Švedistane integravosi arba Anglistane. Murziai tik reikalauti visko už dyką moka ir kai kažko negauna rėkti, kad visi rasistai. Gali važiuoti į savo savanas ir toliau antilopes gaudyti.",Yes
"Taip reikia griežtint. Taip pat turime užsodinti visą pasienį su Baltarusija bulbom, bet visą tarpuvagį užminuot. Bulbašai neatsispirs, pradės bulbas kast ir tiktai driokšt, keberiokšt 😄.",Yes
"nulupt kaili,ir Kaune zoologijos sode kaip trofeju pastatyt",Yes
"Kam čia išvis reikėjo tų smirdančių džemalų prisileist😀😀😀 neblogai loja, matyt gatvėse reiktų pradėt auklėt...🤔 nu blt atvažiuos man woltas dbr...😀",Yes
"Reikės prisiminti senus, gerus laikus. Dabar medžiosim ne iš svetimo rajono kažką, o iš svetimos šalies😀 kurva patys bijos dabar į kiemą su tuo priusu įvairuot",Yes
"Nesuprantu, kodel sunku imigrantus is treciuju saliu vadint imigrantais? ‘Kaikuriu pilieciu’. Taip, mes nenorim emigrantu is azijos, teroristiniu valstybiu, pasol jie nx",Yes
"Ne blet, tegu pisa lauk su visais tais ""žemos kvalifikacijos"" urodais. 

Arba atvažiuoja patys iš savo pinigų, ir tą pačią akimirką, kai nebeišgali išgyventi, yra deportuojami atgal į savo landynę, arba yra įdarbinami įmonėse, kur lietuviai patys per daug pasikėlę dirbti ir gerina šalį valydami gatves ir t.t.

Nereikia antros Amerikos, Vokietijos, Prancūzijos, Švedijos, UK, Airijos ir kitų šalių, prisidariusiu tokių xujniu.",Yes
Nepritariu juodai. Pvz. Viciunuose dabar daug ukru. ir jie sutinka su visomis darbdavio salygomis. Anksciau lietuvis bent jau galejo papriestarauti. O dabar kai kruvos vergu pasaka baigesi.,Yes
"
Nušaut ir pakabint ant tvoros, kad visi kiti pasiutę gyvūnėliai pagalvotų prieš dedant kopėčias.",Yes
Kulkom pasert situos degesius,Yes
Tai reikia paprašyti kokį Lenkijos ūkininką kad atvažiuotų su srutovežiu ir išpurkštų srutas ant tų juodašiknių. Kiti tikrai apsiramins.,Yes
"Genialu tai kas paprasta. Tai nebrangi, fizines zalos nedaranti ir labai veiksminga ideja. Juolab, kad musulmonai nevalgo kiaulienos, nes laiko jas nesvariais gyvunais, tai kiauliu srutomis juos apipurksti nuo galvos iki koju butu dviguba nauda. Tokiu paprastu budu, kas kart nelegalius migrantus patresiant srutomis butu galima uzbaigti sia krize be auku.",Yes
"Lenkija turi daug kiaulu ukiu, ten lieka visokiu likuciu. Tai likuciais manau galima vaiŝinti neprašytus svecius. Galima su gaisriniu slangom, galima is dronu metyt. Visai ir pramoga butu kokiu kiauliu tortu iš drono babajus pavaišinti.",Yes
"Vengrai panašiai ir padarė, pro ten kur bando lysti nelegalai, viską nusėjo kiaulių šlapimu/mėšlu. Dabar pro ten jie net nebesiartina.",Yes
Tiems mėšliams pirma reikėjo suvaryt kontroliniu serija o tik tada ispėjamuosius.,Yes
O kodel isiverzialiu tiesiog nesaudo jie jiekam nereikalyngi padarai.,Yes
"Visų pirma liūdna kad ji didėja; antra - nesiintegruoja; trečia : pisa protą.

Pažiūrėkit kas darosi UK, France, Sweden kaip jie akiplėšiškai rėkia į kameras, kad perims valdžią ir kad įves sharia law, dauginsis ir plėsis.

Fuck them. Fuck them all.",Yes
Šių laikų planetos vėžys nori kėrotis ir Lietuvoje! Pažiūrėkit ką šitie neandartiolai Europai padarė. Švedistanas iki muslių įsileidimo buvo top8 saugiausių šalių tope dabar net Europoje 19 vietoje. Ačiū musulmonai. Ir eikit na...,Yes
Pasaulis didelis. Tegul pyzdina kitur.,Yes
"
Tegul meldžiasi ant traukinio bėgių. Ten sočiai vietos",Yes
"Tegul grįžta į savo Tadžikistaną, jei šie čigonai nori sekti savo barbariškąja ""kultūra"".. Ar jie mano, kad mes iš tikrųjų nusilenksime jų trečiojo pasaulio papročiams ir įsivaizduojamam pranašui beždžionei Muhamedui ""dievui""?? Kas jie mano esantys? Mes juos labai greitai pastatytume į vietą, jei ne tie šlykštūs išdavikai liberalai, kurie leidžia bet kam apsigyventi mūsų kraštuose...",Yes
"Turkija šito šūdo kažkaip atsisakė. Manau vėl dėl tokių veikėjų kaip aprašyta straipsnyje, pamirštam, kad Islamas, o ir platesniame kontekste nuo šventų tekstų interpretacijos priklausančios religijos yra šūdas. Tikiuosi šitas fantominio pedofilo pirklio iš artimųjų rytų dehidratacijos sukurtas religinis vėmalas neprigis ir bus toliau engiamas.",Yes
"Jau ir pas mus plečiasi šita kraujo ištroškusių barbarų religija, kuri neturi nieko bendra su žmogaus teisėmis. Patys savo musulmoniškose šalyse negerbia kitatikių ir ateistų, juos brutaliai kankindami, žudydami, o su moterimi elgiasi kaip su daiktu. Tikiuosi politikai kažkiek dar turi sveiko proto ir neleis šitai vėžiškai bendruomenei išplisti Lietuvoje. Internete pilna vaizdo įrašų, reportažų, straipsnių kaip Švedijoj šitie allaho pasekėjai padeginėja policijos automobilius, kelia riaušes, terorizuoja vietinius gyventojus.",Yes
"Blet..geriau jau gal ruskis, nei šitos šiukšlės.",No
"Tai į aną mėto tuos peilius ir ans tiesiog nekreip dėmesio ?

Tokius agresyvius galėtų nušaut vietoj, jie veržiasi į mūsų teritoriją su ginklais…",Yes
"Turėjo gauti kulką. Ne mirtinai,bet į kojas.",Yes
"Kulka daug ką galvoje pakeičia, net jei ir į šikną pataiko",Yes
"Fuck it, guminės kulkos. Atmetus humanistines idėjas - ką jie gero atneša Europai ? Tik žalą",Yes
Tik Lenkus matau kurie gali dar su babajais kovoti. Visos kitos vakaru ṣ̌alys jau feilino negriztamai.,Yes
Nulupkit tiems migrantams oda kol jie dar gyvi,Yes
manau turetu ketvirciuoti ant kryziaus kas koki 200 m. po viena taip butu puikus ispejimas ir gan pigiai nes moketume tik uz kelis pagaliukus o reklamos turini jie patys tiekia,Yes
"
Pasiruošti visokiems scenarijams. Jei jau visai naglai lys per siena peršauti keliems kojas. Nes vyksta karas nors ir ne tiesioginis. Tą sako ir kaikurie apžvalgininkai. Kažkur skaičiau kad Turkijos ir Sirijos pasienyje turkai tiesiog nušauna sienos pažeidėjus. Tame straipsnyje dar rašė kad ant sienos buvo pastatyta gera tvora už EU pinigus. Geras EU pinigų panaudojimas visgi.",Yes
"Aš tai žinau, bet jie neprivertė būtent su peiliu pulti. Net jei per prievartą davė į rankas, veiksmo imtis neprivertė. Jau iš senesnių pasienio konfliktų buvo vaizdo įrašai, kaip drąsūs babajai mėgina erzinti, tyčiotis iš pasieniečių, mojavo kirviu, žirklėm koncertinai kirpti ir savo savadarbiais barbarų įrankiais.",Yes
"Kedenkinkit nx juos is cia. Lietuva viena is saugiausiu saliu kiek teko keliaut, bet pradekit leist visokius babajus ir paziurekim ant kiek nusikaltimu isaugs",Yes
Šaudyt prie sienos tokius ir vsio,Yes
"Nežinau.

Beje, trumpa pastaba apie „TI2SQ+“.

Kai sako „aš už LGB“, bet prieš visą „TI2SQ+“, aš visiškai galiu suprasti, kodėl žmonėms nepatinka Wi-Fi slaptažodžiu besijaučiantys veikėjai. Aš pats būdamas gay neturiu jokio noro nei prisiminti, nei gilintis, kas jie yra. Manęs nedomina 35 rūšių seksualumai, ar kodėl aseksualumas yra ne libido paprasčiausias trūkumas, o seksualinė orientacija.

Bet yra vienas „bet“. Paima tuos „TI2SQ+“ ir džiaugsmingai praneša: matot, matot, jie visi tokie! Mums čia Lietuvoje nereikia jokios Civilinės sąjungos, nes AMERIKOJE, girdi, tie išnarcizėję mėlynplaukiai išprotėjo! Ooooook? Bet kokį ryšį tai turi su Lietuva? Kur čia matote išprotėjusias, išnarcizėjusias mėlynais plaukais ypatas? O ir kokį tai ryšį turi su praktinėmis sprendžiamomis problemomis? Aš gal su vyru statau užmiestyje namą, planuoju bendrą gyvenimą ir man rūpi, kad bendras turtas turėtų aiškų statusą?",Yes
"Yra viena palaikyti tos pačios lyties santykius, ir kita - tai kas iš LGBTQ+QWERTY bendruomenės darosi USA šiuo metu. Palaikau pirmą dalį, nepalaikau visko kas jungiasi šalia šito judėjimo - kai jau kai kurie nebežino, kad yra tik 2 žmonių lytys : vyras ir moteris.",Yes
Butent pats lgbt judejimas yra toxiškas ir visuomenei bei homoseksualiems zmonies zala darantis pulinys.,Yes
"LGBT vakarietiškose šalyse pasiekė viską, ką reikėjo, bet ne, dar reikia išsigalvoti lytis kurios neegzistuoja, kišti translytizmą vaikam (dėl kurio galima visam gyvenimui pasidaryti nepataisomą žalą), versti kitus vartoti keistus kreipinius ir pulti tuos, kurie nekalba kaip lgbtėistai.

Tos organizacijos radikaliausiejiems durniams niekados negana. LGBT tapo LGBTQIA2S∞ ir prarado savo vertę.",Yes
"nes LGBTQ+ pats judėjimas yra kažkoks neofašistinis judėjimas. Jei turi moralų - užtenka palaikyti neheteroseksualių ir trans žmonių teises, viso kito šlamšto mums nereikia nes tai visada nusirita i ta cancerous woke kultura. Lietuvos dabartinis status-quo yra idealus ir nereikia jo niekur skubiai keist.",Yes
"Nes buvo susidure su lgbt, kurie buvo tie vadinami pydarai (blogieji gejai) todel nusiteike pries visa bendruomene, nes keli pydarai sugadina bendruomenes ivaizdi. Pati turiu geju gera drauga, tai nepavadinciau jo pydaru. Pydaras galima sakyti ir apie straight zmogu.",Yes
Naikint tuos pydarus,Yes
"Iškrypėliai, nenormalūs, ligoniai",Yes
Nes taip yra bybis ir pize o ne bybis ir bybis ar pize ir pize blet. Dievas padare taip ir bus.,Yes
Kaip klasikai yra pasake: “nu a ka tie pydarai?”,Yes
Nes viskas po LGB yra protinis sutrikimas.,Yes
"LGBTQWERTY su savo ""woke"" propaganda žemina normalios orientacijos žmones, neretai baltus. Todėl atsiranda dvi pusės, kurios nuolat kursto ugnį.",Yes
"Nes jie nesveiki yra tsg sakau ka daug kas galvoja, pagalvokit apie viska ir pasakykit, ar sveiko proto zmogus darytu taip? Manau kad ne, taip kad pyderams ne ir galit manes nekest🤣 bet nepakeisit to kad dauguma Lietuviu man slaptai pritartu😘",Yes
Eina jie nx ligoniai,Yes
Šlanga su šlanga nesueina,Yes
"
tai tur but del to kad visiems kiša savo tuos lovos reikalus ir bando irodyti kad tai normalu dar ir prie vaiku nori lysti per mokykla , niekam neaidomu ka jie ten daro kol nelenda prie normaliu zmoniu",Yes
Anyway gėjai ne žmonės,Yes
"
Jei jie nesireikstu ir tiesiog gyventu niekas pries nebutu, bet kai jie ta stumia pastoviai tau, kad ne tik toleruotum, bet priimtum ir svestum, tada zmonem ir nepatinka. Nezadu svest tai kad kazkaas desra nusipjauna ar i kur kitas savo desra deda. Tegu gyvena ir palieka visus ramybej",Yes
Nes nepalaikom degradavimo,Yes
"Aš išsireikšiu kaip aš manau, nereikėjo brukt kaip dabar tai yra daroma, atrodo kad LGBT aukščiau standartinės šeimos, taip atsiranda ir šeimų maršai. Ir šeip aš asmeniškai nieko prieš neturiu prieš LGB visos kitos raidės....sorry bet liga, ypač kai tai yra brukama vaikams.",Yes
Vistiek ne priezastis brukt ta 💩 i akis,Yes
"
Nes pyderai duchai",Yes
"nes amzinai kisami tie LGBT per zinias ir t.t kaip jiem blogai lalalalala

dar ten pesciuju perejas buvo kazkada spalvine savo pyderastiskom spalvom Vilniuj ar Kaune. Nori jie cia kazkokio gailescio ar palaikymo, nors dauguma ju isitikinima savo turi ir viskas, isivaizduoja kad jie yra teisus, o visi kiti ne. Zmonem tiesiog uzpise yra kai savo tas nesamones bruka per prievarta. Tegul jie ten pisasi i rudaja, ar darosi vaikus dvi moterys nes man nesvarbu, ka jie namuose veikia. Bet kai pradeda lysti visur su savo pareiskimais, tai tegul nesitiki kad visi zmones jiems pritars",Yes
"
Nes lietuviai darbštūs užsiėmę žmonės ir neturi laiko iškrypėliams ir jų bullshit'ui. Visada laikiausi pozicijos, kad kas ką nori, tas tą tegu ir daro. Bet paskutiniu metu chebrytė pradėjo visiškai savęs nevaržyti ir nejausti ribų. Noriu išlikt neutralus, bet mane verčia gert lgbt vandenį, sėdėt ant lgbt suoliuko Vilniaus centre, eit per spalvotą perėją.. Lyg būtų bandoma per pasąmonę įskiepyt visiem. Lietuvoj yra didesnių problemų, nei lgbt teisės ar ko jie vapšė nori. Labai gaila, kad visą energiją sunaudojam bliovimui dėl visokių chuinių.",Yes
"Slykstu, pyderastine ideologija, ir tas graudus verkimas ""musu niekas nemyli, pasireikskim labiau""",Yes
"Nes tai yra pyderastų ideologija su šaknimis ruskyne. Pažiurėk į rusų armiją - visi ten pyderastai vieni su kitu pisasi, jeigu pyderą gatvėje pamatei - turėtų būti legalus requirementas sudaužyt galvą už valstybės išdavystę kadangi ne tik skleidžiama priešo valstybės ideologija bet ir mažinamas gimstamumas, daugiau pagarbos prievartautojams negu šitiems pyderams",Yes
"jau geriau but naciu, nei pydaru",Yes
"Tiek daug matau to g*jiško LGBT šlamšto per internetą, kad net šlykštu. Vos atidarau telefoną ir mėto tą degenariciją... manau turėtų valstybė įsikišti į tai pro visus galus kuriuos galima ir trinti/blokuoti tai... kiekvienoje laidoje ta degenaracija... jau geriau matyčiau lesbes negu tą šlykštumą... Aš ne homofobas bet ką mūsų valdžia daro??????? Ir visada dar tie gejai būna juodčkiai...",Yes
pydaras,Yes
pisa nx gejai,Yes
"LGBT kultas vis del to yra protine liga. Toje pat eileje, kartu su religiniais fanatikais, nacistais, vatnikais, ploksciaziamiais.",Yes
"
Žmogaus smegenys yra plastiškos, taip pat ir seksualiniuose dalykuose. Jei pedofilija būtų legalizuota, pedofilų padaugėtų kartais. Panašiai ir LGBT propaganda atlieka destrukcinį poveikį, ypač nepilnamečiams. Kaip taisyklė, LGBT teisėmis daugiausia rūpinamasi tose visuomenėse, kuriose nebesugebama sukurti normalių šeimų ir kuriose yra demografinis nuosmukis.",Yes
"Pries gėjus ir lezbietes neturiu nieko prieš, bet jų community man tapo jau toxic prieš visus kitus ir net kažkiek panašu į rasizmą.

Didžiausia kliūtis visiems bendrai gyventi turbūt yra tie fanatikai kur garsiausiai rėkiai ir visur lenda, tas pats galioja ir LGBT ir maršistams",Yes
Ir sodomitai yra išeitis,Yes
"Atsineš kartu ir visa vakarų iškrypėlių kultūra su savo civiline santuoka ir savo teisėm. Stiprus laikai duoda šansą ateit silpniems laikam, o po jų laisvai gali ateiti tironija.",Yes
lmao rusoidų bybiačiulpiai šėlsta komentaruose. nutars ES teismas kad turi būti partnerystė ir bus. ir galėsit kraustytis į mordorą jeigu kažkas nepatiks,Yes
"Psichiškai nesveiki yra homoseksualai, drauge. Nes tai, pagal moksline sampratą yra psichinis sutrikimas (health conditions involving chnages in emotion, thinking or behavior). Na, o nepakantunas kažkokiai grupei žmonių gali susidaryti dėl krūvos skirtingų priežasčių, kai kurie žmonės tiesiog viskuo nepatenkinti ar pikti, tai jų tvarkymosi su savo problemomis būdas.",Yes
"Prie mirties slenksčio paimčiau kraują ar organą kad ir iš pediko. Kad ir kaip nekesčiau, gyvybė visada svarbiau, tad joks čia ""gotcha"" pas Tamstą.

Edit: aš ne homofobas, pats esu biseksualas, tik sakau, kad logika nekokia.",Yes
"Kol buvo LGBT tol ir buvo dar viskas okay. Kai į tą patį puodą įmaišė nepritapėlių iš gen Z, kurie būna kas tik nori ir kada nori (non-binary, gender fluid, bla bla bla) - va čia viskas ir sugriuvo.

Jei nėra aišku, LGBT palaikau, žmonės kaip ir visi. Va šitie nauji ""kreipkis į mane kaip aš noriu, or else"" yra tiesiog pasimetę žmogeliai kurie neradę kaip pritapti pasinaudojo proga būti ""išskirtiniais"".",Yes
"Gryyynai. Aš prie tų kurie šitam reddite Lietuvos nemėgstama mažuma yra (nepalaikau kitų raidžių nei lgb, tiesiog manau jiem psichologo pagalbos reikia, nes pasikeitus lytį po kiek laiko jiem vėl tas pats), bet galiu pasakyt jei kažkas neigiamo ir minima apie lgbt tai būtent tie kur į dieną pakeičia lytį/pronouns kelis kartus arba susigalvoja naują neegzistuojančią 😁. Jau niekas apie gėjus ar lezbietes nešneka blogai.

Čia jų move labai protingas buvo prisijungti ir pasislėpti po lgbt vardu. Abejoju ar tai bus atstatyta nes visa tai labai populiarėja stipriai, o vardas naikinamas",Yes
"same, lgb ne mano reikalas, ka lovoj veiki vakare, bet lgb/tq ir kiti jau yra manęs įtraukimas i tavo ""delusion"" ir ėjimas i moterų tuoletus būnant vyru man neatrodo normalu, pats esu vyras tai boba apsimetanti vyru tuolete man problemų nekeltų(fizinių problemų), bet moterims ir mergaitėms vyras apsimetantis moterimi moterų tuolete skamba kaip tik laiko klausimas iki katastrofos, savo dukros gyvenime neleisčiau i tualetus kuriais gali naudotis ir vyrai. o dar kai eina i mokyklas uzsieniuose vyrai apsirenge kaip prostitutės ir moko vaikus apie seksa, lytis, jausmus ir kita suda man yra visiskai nepriimtina ir tokius pedofilus atsiprasant savo rankom po velėna kišiu",Yes
